index,headline,short_description,Model_Predict
793,"['want', 'look', 'french', 'chic', 'fall', 'ladi', 'buy', 'littl', 'red', 'coat']","['pari', 'shop', 'window', 'invad', 'sixti', 'style', 'littl', 'red', 'coat', 'brighten', 'grey', 'tweed', 'mondrian', 'color', 'block', 'stripe', 'pattern', 'big', 'coat', 'last', 'year']",STYLE & BEAUTY
794,"['thailand', 'journal', 'wat', 'muen', 'buddha', 'mettakhunaram']","['wat', 'muen', 'buddha', 'mettakhunaram', 'road', 'mae', 'chan', 'travel', 'make', 'way', 'golden', 'triangl', 'meet']",TRAVEL
795,"['surpris', 'habit', 'power', 'peopl']","['power', 'peopl', 'never', 'satisfi', 'statu', 'quo', 'one', 'constantli', 'ask', 'afraid', 'challeng', 'convent', 'wisdom', 'disrupt', 'thing', 'sake', 'disrupt', 'make', 'thing', 'better']",BUSINESS
796,"['joan', 'river', 'get', 'patriot', 'tweet', 'week', 'photo']","['alway', 'fun', 'star', 'riff', 'case', 'point', 'joan', 'river', 'post', 'pictur', 'tuesday', 'wear']",TRAVEL
797,"['pari', 'fashion', 'week', 'brought', 'best', 'accessori', 'week']","['juli', 'pailha', 'clutch', 'anna', 'dello', 'russo', 'prada', 'headband', 'ell', 'fan', 'purs', 'maiko', 'shibata', 'sandal', 'statement', 'ear']",STYLE & BEAUTY
798,"['postcard', 'sydney', 'essenti', 'travel', 'tip']","['australia', 'largest', 'citi', 'also', 'jump', 'point', 'explor', 'australia', 'citi', 'inbound', 'flight', 'north', 'america', 'essenti', 'tip', 'plan', 'enjoy', 'visit']",TRAVEL
799,"['press', 'nail', 'beauti', 'trend', 'make', 'comeback', 'poll', 'photo']","['want', 'sure', 'check', 'stylelist', 'twitter', 'facebook', 'tumblr', 'pinterest', 'mother', 'would', 'hand', 'dollar']",STYLE & BEAUTY
800,"['christina', 'romer', 'feder', 'reserv', 'need', 'lead', 'way']","['next', 'meet', 'feder', 'reserv', 'polici', 'maker', 'june', 'probabl', 'contenti', 'latest', 'employ']",BUSINESS
801,"['custom', 'servic', 'happi', 'factor']","['happi', 'employe', 'lead', 'happi', 'custom', 'someth', 'organ', 'take', 'grant', 'foster', 'cultur', 'happi', 'focu', 'five', 'key', 'factor']",BUSINESS
802,"['carin', 'roitfeld', 'style', 'v', 'magazin', 'releas', 'glossi']","['want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'carin', 'roitfeld', 'certainli']",STYLE & BEAUTY
803,"['cring', 'worthi', 'makeup', 'name', 'would', 'buy', 'beauti', 'product', 'photo']",['miss'],STYLE & BEAUTY
804,"['versac', 'team', 'collabor', 'base', 'versac', 'knockoff']","['last', 'novemb', 'spill', 'bean', 'project', 'work', 'versac', 'well', 'much', 'spill']",BUSINESS
805,"['return', 'michael', 'dell']","['michael', 'dell', 'founder', 'lead', 'pc', 'maker', 'step', 'limelight', 'took', 'dell', 'inc', 'privat']",BUSINESS
806,"['mindset', 'hack', 'ace', 'interview']","['ace', 'interview', 'begin', 'mindset', 'success', 'interviewe', 'passiv', 'outsid', 'process', 'activ', 'particip', 'creat', 'kind', 'situat', 'like', 'serv']",BUSINESS
807,"['clever', 'beauti', 'app', 'need', 'smartphon']","['app', 'make', 'beauti', 'develop', 'seem', 'think', 'whether', 'beauti', 'tip', 'advic', 'product']",TRAVEL
808,"['kate', 'middleton', 'basic', 'samantha', 'doll', 'come', 'life', 'photo']","['kate', 'middleton', 'becom', 'style', 'icon', 'right', 'alway', 'get', 'feel', 'remind', 'us', 'someon', 'familiar']",STYLE & BEAUTY
809,"['internship', 'attir', 'look', 'fashion', 'profession']","['whether', 'first', 'internship', 'last', 'butterfli', 'stomach', 'nervou', 'feel', 'never', 'seem', 'disappear', 'upon', 'choos', 'outfit', 'first', 'big', 'day']",BUSINESS
810,"['chipotl', 'su', 'mislead', 'gmo', 'claim']","['reuter', 'chipotl', 'mexican', 'grill', 'inc', 'new', 'gmo', 'free', 'menu', 'claim', 'lure', 'diner', 'boost', 'burrito', 'chain', 'stock']",BUSINESS
811,"['kid', 'plane', 'could', 'possibl', 'go', 'wrong']","['stori', 'carri', 'calzaretta', 'year', 'old', 'son', 'tyler', 'probabl', 'tell', 'kid', 'someday', 'summer', 'calzaretta']",TRAVEL
812,"['date', 'lesson', 'govern', 'shutdown']","['washington', 'may', 'deadlock', 'relationship', 'hope', 'date', 'lesson', 'govern', 'shutdown', 'help', 'put', 'date', 'life', 'back', 'work']",BUSINESS
813,"['super', 'rich', 'peopl', 'holiday', 'season']","['cours', 'alway', 'except', 'rule', 'lone', 'ranger', 'ceo', 'want', 'go', 'safari', 'go', 'super', 'duper', 'far']",TRAVEL
814,"['date', 'mobil', 'world']","['estim', 'million', 'peopl', 'use', 'mobil', 'date', 'app', 'time', 'spent', 'mobil', 'devic', 'doubl', 'past', 'year', 'buzz', 'mobil', 'date']",BUSINESS
815,"['gay', 'travel', 'great', 'destin', 'still', 'closet', 'photo']","['march', 'progress', 'unstopp', 'best', 'pride', 'parad', 'attitud', 'toward', 'homosexu', 'chang', 'around']",TRAVEL
816,"['sale', 'carri', 'monday', 'morn', 'casual', 'friday']","['banana', 'republ', 'never', 'disappoint', 'get', 'better', 'take', 'percent', 'entir', 'purchas', 'onlin']",BUSINESS
817,"['airport', 'haiku']","['haiku', 'japanes', 'three', 'line', 'poem', 'syllabl', 'written', 'syllabl', 'count', 'three', 'hour', 'runway', 'cancel', 'flight', 'follow', 'six', 'hour', 'airport', 'time', 'devot', 'ancient', 'literari', 'form']",TRAVEL
818,"['best', 'paid', 'colleg', 'major', 'wall', 'st']","['accord', 'new', 'studi', 'conduct', 'u', 'censu', 'bureau', 'averag', 'colleg', 'graduat', 'earn', 'million']",BUSINESS
819,"['diy', 'nail', 'art', 'polka', 'dot', 'gradient', 'manicur']","['click', 'slideshow', 'diy', 'nail', 'art', 'write', 'desk', 'cover', 'pastel', 'nail', 'polish', 'includ']",STYLE & BEAUTY
820,"['five', 'common', 'myth', 'beliz', 'bust']","['scrap', 'preconceiv', 'idea', 'petit', 'littl', 'countri', 'smush', 'guatemala', 'mexico', 'caribbean', 'sea']",TRAVEL
821,"['wardrob', 'malfunct', 'avoid', 'accident', 'nuditi', 'tip', 'photo']","['stick', 'invis', 'doubl', 'stick', 'tape', 'weapon', 'stylist', 'arsen', 'cheap', 'easi', 'use', 'make', 'sure']",STYLE & BEAUTY
822,"['stratton', 'mountain', 'vermont', 'game', 'drysdal', 'tenni', 'school', 'photo']","['whether', 'beginn', 'advanc', 'player', 'summer', 'tenni', 'camp', 'program', 'drysdal', 'tenni', 'school', 'stratton', 'mountain', 'ski', 'resort', 'vermont', 'help', 'hone', 'game', 'fring', 'benefit']",TRAVEL
823,"['averag', 'student', 'loan', 'debt', 'could', 'cost', 'household', 'lifetim', 'studi']","['household', 'outstand', 'student', 'debt', 'averag', 'colleg', 'loan', 'balanc', 'famili', 'head']",BUSINESS
824,"['haunt', 'haunt', 'bravest', 'travel', 'visit']","['huffpost', 'brand', 'forum', 'paid', 'program', 'allow', 'compani', 'connect', 'directli', 'word', 'huffpost', 'reader']",BUSINESS
825,"['expos', 'kew', 'motor', 'inn', 'sex', 'hotel', 'photo']","['soon', 'realiz', 'error', 'polic', 'offic', 'full', 'blown', 'pimp', 'shake', 'john']",BUSINESS
826,"['fascin', 'photo', 'abandon', 'olymp', 'site', 'around', 'world']","['storefront', 'art', 'architectur', 'favorit', 'littl', 'itali', 'adjac', 'nonprofit', 'organ', 'organ', 'photo', 'exhibit']",TRAVEL
827,"['success', 'peopl', 'weekend']","['cours', 'live', 'get', 'thousand', 'weekend', 'success', 'peopl', 'know', 'better', 'squander']",TRAVEL
828,"['person', 'chang', 'vacat', 'result', 'four', 'differ', 'holiday', 'charact', 'type', 'psychologist', 'say']","['survey', 'websit', 'travel', 'supermarket', 'report', 'tourist', 'british', 'one', 'least', 'say', 'person', 'chang']",BUSINESS
829,"['employe', 'well', 'program', 'use', 'carrot', 'increasingli', 'stick']","['may', 'offer', 'employe', 'simpli', 'longer', 'refus']",BUSINESS
830,"['lack', 'women', 'leader', 'nation', 'emerg']","['men', 'run', 'everyth', 'enough', 'alreadi', 'want', 'stop', 'sexual', 'harass', 'fix']",BUSINESS
831,"['kate', 'middleton', 'wimbledon', 'duchess', 'repeat', 'tenni', 'appropri', 'mcqueen', 'dress']","['duchess', 'cambridg', 'watch', 'andi', 'murray', 'quarter', 'final', 'david', 'ferrer', 'cream', 'color', 'alexand', 'mcqueen', 'sailor']",STYLE & BEAUTY
832,"['best', 'club', 'pari']","['million', 'thing', 'pari', 'bar', 'might', 'close', 'divers', 'club', 'scene', 'keep', 'pari', 'aliv', 'kick', 'long', 'night']",TRAVEL
833,"['worst', 'compani', 'work', 'u', 'wall', 'st']","['wall', 'st', 'second', 'year', 'row', 'wall', 'st', 'identifi', 'america', 'worst', 'compani', 'work']",BUSINESS
834,"['weekli', 'roundup', 'ebay', 'vintag', 'cloth', 'find', 'photo']","['disclosur', 'zuburbia', 'affili', 'member', 'ebay', 'partner', 'network', 'howev', 'editori', 'select', 'made', 'without', 'direct']",STYLE & BEAUTY
835,"['psycholog', 'reason', 'parent', 'obsess', 'target']","['market', 'expert', 'therapist', 'parent', 'weigh']",BUSINESS
836,"['spend', 'holiday', 'gift', 'card', 'amazon', 'walmart', 'photo']","['readi', 'set', 'shop']",BUSINESS
837,"['ceo', 'explain', 'defeat', 'donald', 'trump', 'without', 'stoop', 'level']","['take', 'high', 'road']",BUSINESS
838,"['plan', 'trip', 'disney', 'world', 'special', 'need', 'kid']","['children', 'autism', 'need', 'know', 'go', 'environ', 'travel', 'two', 'way']",TRAVEL
839,"['way', 'bring', 'human', 'workplac']","['enlighten', 'success', 'organ', 'understand', 'peopl', 'core', 'success', 'decad', 'experi', 'proven', 'happi', 'employe', 'better', 'creativ', 'problem', 'solv', 'drive', 'engag', 'financi', 'result']",BUSINESS
840,"['weird', 'thing', 'peopl', 'bring', 'airport', 'caus', 'long', 'secur', 'line']","['passeng', 'tri', 'board', 'airplan', 'chicago', 'hare', 'intern', 'airport', 'camouflag', 'doubl', 'blade', 'knife', 'shape']",TRAVEL
841,"['part', 'two', 'diari', 'mad', 'medit']","['day', 'vipassana', 'medit', 'retreat', 'nobl', 'silenc', 'start', 'hour', 'medit', 'daili', 'never', 'go', 'easi', 'combin', 'commun', 'live', 'random', 'explos', 'probabl', 'made', 'even', 'harder']",TRAVEL
842,"['world', 'highest', 'nation', 'park', 'open', 'tibet']","['qomolangma', 'nation', 'park', 'tibet', 'third', 'follow', 'namtso', 'nation', 'park', 'yarlung', 'zangbo', 'grand', 'canyon', 'nation', 'park']",TRAVEL
843,"['popey', 'villag', 'look', 'like', 'abandon', 'town']","['visitor', 'welcom', 'popey', 'actor', 'cours', 'locat', 'northwest', 'corner', 'malta', 'villag', 'actual']",TRAVEL
844,"['photo', 'take', 'insid', 'one', 'world', 'largest', 'cruis', 'ship']","['sicilian', 'photograph', 'maria', 'vittoria', 'trovato', 'say', 'ship', 'like', 'travel', 'citi']",TRAVEL
845,"['inkhosikati', 'lambikiza', 'first', 'ladi', 'swaziland', 'new', 'style', 'queen', 'photo']","['top', 'royal', 'swaziland', 'get', 'dress', 'killer', 'thread', 'sovereign', 'monarch', 'jubile', 'lunch']",STYLE & BEAUTY
846,"['start', 'flow', 'stop', 'resist']","['least', 'scenario', 'continu', 'could', 'got', 'real', 'problem', 'current', 'copi', 'past', 'inde', 'reimagin', 'whole', 'problem', 'without', 'even', 'think']",BUSINESS
847,"['best', 'gay', 'pride', 'event', 'around', 'world']","['warm', 'weather', 'heat', 'gay', 'pride', 'event', 'start', 'go', 'like', 'firework', 'held', 'everywher', 'canari']",TRAVEL
848,"['ep', 'go', 'live', 'blue', 'world', 'orang', 'world', 'green', 'world']","['episod', 'futur', 'want', 'talk', 'realli', 'cool', 'report', 'pwc', 'put', 'long', 'ago']",STYLE & BEAUTY
849,"['ford', 'new', 'campu', 'jetson', 'compar', 'photo']","['automot', 'giant', 'give', 'michigan', 'headquart', 'googl', 'style', 'makeov']",STYLE & BEAUTY
850,"['tri', 'buy', 'american', 'rent', 'product']","['lumoid', 'ceo', 'aarthi', 'ramamurthi', 'discuss', 'compani', 'tri', 'buy', 'servic', 'speak', 'bloomberg', 'go']",BUSINESS
851,"['rene', 'zellweg', 'bridget', 'jone', 'diari', 'cute', 'bunni', 'video']","['want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'instagram', 'huffpoststyl']",STYLE & BEAUTY
852,"['pyrene', 'journal', 'homag', 'catalonia']","['novemb', 'catalan', 'peopl', 'occupi', 'part', 'spain', 'closest', 'pyrene', 'cerdanya', 'name', 'part', 'eastern', 'pyrene', 'share', 'franc', 'spain', 'vote', 'referendum', 'subject', 'independ']",TRAVEL
853,"['flat', 'chest', 'thing', 'say', 'small', 'bust', 'women', 'photo']","['ever', 'consid', 'implant']",TRAVEL
854,"['european', 'share', 'rise', 'first', 'time', 'day', 'sinc', 'brexit', 'rout']","['british', 'european', 'bank', 'stock', 'suffer', 'worst', 'market', 'rout', 'climb', 'back']",BUSINESS
855,"['crowdfund', 'colleg', 'way', 'cut', 'cost']","['cost', 'colleg', 'educ', 'increas', 'pace', 'roughli', 'doubl', 'pace', 'inflat', 'student', 'look', 'new']",BUSINESS
856,"['us', 'canada', 'promis', 'lead', 'world', 'low', 'carbon', 'economi']","['stori', 'origin', 'appear', 'guardian', 'republish', 'part', 'climat', 'desk', 'collabor', 'us']",BUSINESS
857,"['cv', 'pharmaci', 'buy', 'aetna', 'insur', 'latest', 'consolid', 'pharmaceut', 'power']","['legal', 'compani', 'sell', 'med', 'compani', 'suppos', 'help', 'afford']",BUSINESS
858,"['morolak', 'odeley', 'nyu', 'graduat', 'trick', 'tame', 'curli', 'hair']","['curli', 'hair', 'cuti', 'also', 'beat', 'heat', 'skip', 'heavi', 'makeup', 'stick', 'good', 'skincar', 'habit', 'includ', 'wash']",STYLE & BEAUTY
859,"['sara', 'georg', 'event', 'planner', 'secret', 'maintain', 'blond', 'hair', 'color']","['blow', 'dri', 'hair', 'ever', 'sara', 'georg', 'event', 'planner', 'told', 'us', 'recent', 'care', 'plan', 'haircar', 'routin']",STYLE & BEAUTY
860,"['convers', 'shoe', 'design', 'max', 'kibardin']","['accessori', 'design', 'bruno', 'magli', 'creativ', 'director', 'max', 'kibardin', 'count', 'sarah', 'jessica', 'parker', 'demi', 'moor', 'rihanna', 'anna', 'dello', 'russo', 'among', 'fan', 'talk', 'happi', 'great', 'idea', 'nice', 'guy']",STYLE & BEAUTY
861,"['salar', 'de', 'uyuni', 'bolivia', 'bliss', 'beauti', 'salt', 'flat', 'travel', 'tuesday']","['silli', 'salar', 'de', 'uyuni', 'creat', 'prehistor', 'lake', 'dri', 'left', 'salti', 'crust', 'behind']",TRAVEL
862,"['kauai', 'attract', 'readi', 'book', 'flight']","['breakfast', 'kalaheo', 'cafe', 'coffe', 'compani', 'three', 'word', 'get', 'pancak', 'thing', 'like', 'place']",TRAVEL
863,"['britney', 'spear', 'final', 'look', 'amaz', 'x', 'factor', 'final', 'photo']","['way', 'world', 'end', 'love', 'britney', 'dress']",STYLE & BEAUTY
865,"['world', 'time', 'airlin', 'photo']","['one', 'u', 'carrier', 'crack', 'top', 'list']",TRAVEL
866,"['classic', 'american', 'bar', 'sign']","['seem', 'trivial', 'kind', 'happi', 'sign', 'mani', 'neon', 'bar', 'sign', 'fact', 'work', 'art', 'whole', 'movement', 'exist', 'document', 'photograph', 'preserv', 'frequent', 'disappear', 'bit', 'america', 'past']",BUSINESS
867,"['heidi', 'klum', 'bad', 'hair', 'day', 'pink', 'hair', 'trend', 'mother', 'beauti', 'advic', 'photo']","['look', 'stun', 'met', 'gala', 'night', 'pick', 'best', 'dress', 'lot', 'interest', 'outfit']",STYLE & BEAUTY
868,"['retail', 'worker', 'ask', 'thanksgiv', 'famili', 'worth']","['peopl', 'work', 'thanksgiv', 'long', 'holiday', 'lot', 'perform', 'essenti']",BUSINESS
869,"['fashion', 'late', 'style', 'quiz', 'test', 'knowledg', 'week', 'fashion', 'news']","['think', 'real', 'fashionista', 'hmm', 'well', 'step', 'right', 'take', 'huffpost', 'style', 'fashion', 'late', 'style', 'quiz']",STYLE & BEAUTY
870,"['good', 'leader', 'good', 'interfac']","['awar', 'interact', 'impact', 'other', 'like', 'lead']",BUSINESS
871,"['vietnam', 'hell', 'heaven', 'earth']","['islet', 'total', 'main', 'one', 'call', 'con', 'son', 'truli', 'ravish', 'place', 'sandi', 'bay', 'made', 'mile', 'soft', 'white', 'beach', 'fring', 'dens', 'hedg', 'sea', 'lettuc', 'wild', 'pineappl', 'tree', 'honestli', 'kind', 'island', 'hammock', 'invent']",TRAVEL
872,"['winston', 'salem', 'wine', 'countri']","['icon', 'brand', 'creat', 'r', 'j', 'reynold', 'disappear', 'new', 'player', 'town', 'includ', 'bevi', 'wineri', 'take', 'area', 'storm']",TRAVEL
873,"['printemp', 'rob', 'de', 'beer', 'jewelri', 'gunmen', 'pari']","['women', 'wear', 'daili', 'report', 'two', 'unmask', 'men', 'wig', 'enter', 'printemp', 'depart', 'store', 'pari', 'arm', 'handgun']",STYLE & BEAUTY
874,"['reason', 'london', 'alway', 'win']","['london', 'tourist', 'without', 'phone', 'make', 'call', 'ador', 'vintag', 'box', 'pari', 'phone', 'booth']",TRAVEL
875,"['barack', 'obama', 'vacat', 'presid', 'famili', 'ride', 'bike', 'martha', 'vineyard']","['obama', 'set', 'back', 'washington', 'c', 'sunday', 'week', 'vacat', 'obama', 'seen', 'spend', 'much']",TRAVEL
876,"['jennif', 'lawrenc', 'realli', 'want', 'go', 'vacat']","['never', 'greec', 'keen', 'visit', 'blame', 'heard', 'littl', 'bird']",TRAVEL
877,"['miley', 'cyru', 'wear', 'bra', 'top', 'jay', 'leno', 'photo', 'poll']","['even', 'sure', 'would', 'provid', 'enough', 'coverag', 'undergar']",STYLE & BEAUTY
879,"['j', 'crew', 'end', 'call', 'shift', 'u', 'worker']","['victoria', 'secret', 'abercrombi', 'fitch', 'gap', 'inc', 'retail', 'alreadi', 'agre', 'end', 'practic']",BUSINESS
880,"['best', 'water', 'park', 'world', 'photo']","['feel', 'like', 'kid', 'water', 'park']",TRAVEL
881,"['kate', 'middleton', 'speech', 'duchess', 'first', 'public', 'talk', 'royal', 'video', 'photo']","['ponder', 'day', 'rare', 'get', 'hear', 'catherin', 'spent', 'almost', 'year', 'duchess', 'cambridg']",STYLE & BEAUTY
882,"['tropic', 'island', 'resort', 'caribbean', 'getaway', 'insid', 'german', 'aircraft', 'hangar']","['life', 'give', 'aircraft', 'hangar', 'make', 'indoor', 'tropic', 'island', 'oh', 'let', 'forget', 'tropic', 'sea', 'size']",TRAVEL
883,"['reason', 'love', 'new', 'york']","['new', 'york', 'citi', 'exud', 'energi', 'like', 'citi', 'world', 'time', 'visit', 'discov', 'new', 'thing', 'experi', 'relish', 'mani', 'thing', 'delight', 'alway', 'someth', 'new']",TRAVEL
884,"['love', 'letter', 'washington', 'c']","['oh', 'dear', 'c', 'may', 'state', 'love', 'capit', 'countri', 'birthplac', 'children', 'citi', 'proudli', 'call', 'home']",TRAVEL
885,"['new', 'travel', 'trend', 'famili', 'spa']","['new', 'trend', 'travel', 'spa', 'famili', 'spa', 'ing', 'togeth', 'spa', 'tradit', 'grown', 'up', 'increas', 'demand', 'parent', 'bring', 'children', 'along', 'spa', 'adventur']",TRAVEL
886,"['dark', 'carniv', 'ghost', 'clown', 'shot', 'dunk', 'tank']","['carni', 'fix', 'ferri', 'wheel', 'pass', 'time', 'talk', 'bar', 'fight', 'one', 'start', 'talk', 'ghost']",TRAVEL
887,"['go', 'home', 'hawaii']","['almost', 'indescrib', 'sceneri', 'one', 'thing', 'trip', 'stick', 'comment', 'pilot', 'captain', 'jimmi', 'kauai', 'perfect', 'antidot', 'frantic', 'pace', 'life']",TRAVEL
888,"['jennif', 'lawrenc', 'dress', 'rip', 'sag', 'award', 'video', 'photo']","['total', 'psych', 'jennif', 'lawrenc', 'sag', 'award', 'silver', 'line', 'playbook', 'screen', 'actor', 'guild']",STYLE & BEAUTY
889,"['anklet', 'make', 'comeback', 'stylelist', 'network']","['karla', 'closet', 'found', 'rhineston', 'bracelet', 'antiqu', 'mart', 'custom', 'creat', 'anklet', 'courtesi', 'photo']",STYLE & BEAUTY
891,"['world', 'top', 'tast', 'menu', 'photo']","['beauti', 'tast', 'menu', 'much', 'vari', 'restaur', 'restaur', 'chef', 'chef']",TRAVEL
892,"['midnight', 'basebal', 'game', 'anchorag', 'alaska']","['glacier', 'pilot', 'colleg', 'summer', 'basebal', 'team', 'play', 'year', 'launch', 'career', 'pro', 'player', 'like', 'mark', 'mcgwire', 'team', 'help', 'player', 'go', 'major', 'leagu', 'well']",BUSINESS
893,"['kate', 'middleton', 'princ', 'william', 'look', 'glow', 'flawless', 'cambridg', 'photo']","['clear', 'eye', 'new', 'hair', 'lose']",STYLE & BEAUTY
894,"['ryanair', 'stewardess', 'hospit', 'takeoff', 'mishap']","['confus', 'unprofession', 'almost', 'like', 'state', 'panic', 'everyth', 'done', 'realli', 'quickli']",BUSINESS
895,"['ah', 'yet', 'anoth', 'meaningless', 'corpor', 'fine']","['pervas', 'crimin', 'conduct', 'longer', 'mere', 'cost', 'busi', 'freedom', 'guilti', 'corpor', 'execut', 'must', 'cost', 'fine', 'pay', 'time', 'park', 'major', 'corpor', 'crimin', 'activ', 'kill', 'harm', 'steal', 'peopl']",BUSINESS
